Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value For Money,Recommended,Verified,Word_Count,Review_Length,Average_Rating,Recommendation_Status,Verification_Status,Rating_Level,Date_Flown_Clean,Year,Month,Month_Name
Couple Leisure,First Class,IAD to NBO via LHR,September 2016,2.0,4.0,4.0,3.0,2.0,3.0,no,no,397,2132,3.0,Not Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Family Leisure,Economy Class,AGP to LGW,October 2016,2.0,4.0,1.0,,4.0,1.0,no,no,133,762,2.4,Not Recommended,Not Verified,Low Rating,2016-10-01,2016,10,October
Couple Leisure,Business Class,LGW to MRU,October 2016,3.0,4.0,2.0,,4.0,2.0,no,no,203,1067,3.0,Not Recommended,Not Verified,Medium Rating,2016-10-01,2016,10,October
Solo Leisure,Economy Class,DBV to LGW,October 2016,2.0,4.0,1.0,1.0,2.0,2.0,no,no,82,499,2.0,Not Recommended,Not Verified,Low Rating,2016-10-01,2016,10,October
Couple Leisure,Business Class,YYC to FCO via LHR,October 2016,2.0,5.0,5.0,3.0,1.0,1.0,no,no,225,1282,2.8333333333333335,Not Recommended,Not Verified,Low Rating,2016-10-01,2016,10,October
Couple Leisure,Economy Class,LHR to GVA,October 2016,4.0,2.0,3.0,3.0,2.0,3.0,no,no,221,1194,2.8333333333333335,Not Recommended,Not Verified,Low Rating,2016-10-01,2016,10,October
Family Leisure,Economy Class,LCY to AGP,September 2016,3.0,3.0,2.0,,1.0,1.0,no,no,166,925,2.0,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Solo Leisure,Economy Class,LHR to DEN,October 2016,3.0,2.0,1.0,1.0,3.0,3.0,yes,no,242,1391,2.1666666666666665,Recommended,Not Verified,Low Rating,2016-10-01,2016,10,October
Business,First Class,DXB to DUB via LHR,July 2016,4.0,4.0,2.0,2.0,1.0,1.0,no,no,195,1032,2.3333333333333335,Not Recommended,Not Verified,Low Rating,2016-07-01,2016,7,July
Couple Leisure,Economy Class,LAS to LHR,October 2016,2.0,2.0,2.0,1.0,4.0,1.0,no,no,149,845,2.0,Not Recommended,Not Verified,Low Rating,2016-10-01,2016,10,October
Solo Leisure,Economy Class,BOS to LHR,October 2016,4.0,5.0,4.0,4.0,2.0,4.0,yes,no,159,845,3.8333333333333335,Recommended,Not Verified,Medium Rating,2016-10-01,2016,10,October
Solo Leisure,Economy Class,LHR to LIS,October 2016,5.0,5.0,4.0,,4.0,5.0,yes,no,74,408,4.6,Recommended,Not Verified,High Rating,2016-10-01,2016,10,October
Business,Premium Economy,YYZ to LIS via LHR,May 2016,3.0,4.0,1.0,1.0,4.0,3.0,no,no,634,3529,2.6666666666666665,Not Recommended,Not Verified,Low Rating,2016-05-01,2016,5,May
Couple Leisure,Premium Economy,LHR to ATL,October 2016,3.0,2.0,3.0,3.0,2.0,3.0,no,no,160,961,2.6666666666666665,Not Recommended,Not Verified,Low Rating,2016-10-01,2016,10,October
Couple Leisure,Economy Class,BOS to LHR,September 2016,3.0,4.0,2.0,5.0,1.0,4.0,yes,no,124,728,3.1666666666666665,Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Business,Economy Class,JFK to DUS via LHR,October 2016,3.0,2.0,3.0,4.0,2.0,2.0,no,no,110,654,2.6666666666666665,Not Recommended,Not Verified,Low Rating,2016-10-01,2016,10,October
Couple Leisure,Business Class,JNB to LHR,September 2016,1.0,2.0,1.0,1.0,3.0,2.0,no,no,170,949,1.6666666666666667,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Couple Leisure,Economy Class,LHR to BGO,September 2016,3.0,4.0,3.0,,3.0,3.0,yes,no,67,374,3.2,Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Couple Leisure,Economy Class,LGW to MRU,September 2016,3.0,1.0,1.0,2.0,3.0,2.0,no,no,148,830,2.0,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Couple Leisure,Business Class,CDG to BKK via LHR,September 2016,1.0,1.0,1.0,,4.0,3.0,no,no,167,1034,2.0,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Couple Leisure,Economy Class,GLA to ZRH via LCY,July 2016,3.0,3.0,3.0,1.0,1.0,1.0,no,no,201,1081,2.0,Not Recommended,Not Verified,Low Rating,2016-07-01,2016,7,July
Family Leisure,Economy Class,LCA to LHR,September 2016,3.0,3.0,3.0,1.0,2.0,2.0,no,no,243,1286,2.3333333333333335,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Couple Leisure,First Class,SIN to LHR,September 2016,4.0,5.0,4.0,,4.0,4.0,yes,no,193,1050,4.2,Recommended,Not Verified,High Rating,2016-09-01,2016,9,September
Family Leisure,Economy Class,SJO to LGW,September 2016,1.0,3.0,1.0,1.0,3.0,3.0,no,no,135,781,2.0,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Couple Leisure,Business Class,LHR to BKK,September 2016,3.0,3.0,2.0,3.0,5.0,3.0,no,no,388,2185,3.1666666666666665,Not Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Couple Leisure,First Class,MEL to SIN via SYD,September 2016,3.0,4.0,4.0,4.0,5.0,4.0,yes,no,182,997,4.0,Recommended,Not Verified,High Rating,2016-09-01,2016,9,September
Couple Leisure,Business Class,LHR to AMS,September 2016,3.0,4.0,3.0,,5.0,4.0,yes,no,96,562,3.8,Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Solo Leisure,Premium Economy,SJC to LHR,September 2016,4.0,3.0,3.0,4.0,1.0,4.0,yes,no,243,1355,3.1666666666666665,Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Solo Leisure,Economy Class,LGW to OPO,September 2016,4.0,4.0,2.0,,3.0,4.0,yes,no,91,524,3.4,Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Solo Leisure,Business Class,BAH to BOS via LHR,September 2016,2.0,2.0,3.0,2.0,3.0,3.0,no,no,310,1689,2.5,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Solo Leisure,Business Class,LGW to JFK,September 2016,2.0,5.0,4.0,4.0,3.0,4.0,yes,no,92,513,3.6666666666666665,Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Couple Leisure,Economy Class,LHR to KGS,September 2016,3.0,5.0,3.0,,4.0,4.0,yes,no,331,1792,3.8,Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Couple Leisure,Economy Class,LHR to JNB,September 2016,4.0,5.0,3.0,4.0,4.0,5.0,yes,no,54,312,4.166666666666667,Recommended,Not Verified,High Rating,2016-09-01,2016,9,September
Business,Premium Economy,ATL to GVA via LHR,September 2016,2.0,5.0,1.0,1.0,1.0,1.0,no,no,359,1871,1.8333333333333333,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Couple Leisure,Economy Class,ATL to LHR,September 2016,1.0,2.0,1.0,4.0,1.0,1.0,no,no,119,596,1.6666666666666667,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Business,Premium Economy,AUH to LHR,September 2016,4.0,4.0,4.0,4.0,3.0,4.0,yes,no,117,645,3.8333333333333335,Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Family Leisure,Premium Economy,London to JFK,September 2016,2.0,2.0,1.0,1.0,3.0,2.0,no,no,166,863,1.8333333333333333,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Business,Economy Class,LHR to JNB,September 2016,3.0,2.0,3.0,2.0,3.0,2.0,yes,no,223,1175,2.5,Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Family Leisure,Economy Class,AUH to LHR,September 2016,2.0,1.0,2.0,3.0,1.0,3.0,no,no,375,2086,2.0,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Family Leisure,Economy Class,LGW to AGP,September 2016,2.0,5.0,1.0,,2.0,3.0,no,no,206,1164,2.6,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Solo Leisure,Economy Class,BUD to LHR,September 2016,2.0,1.0,1.0,,1.0,1.0,no,no,84,487,1.2,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Solo Leisure,Business Class,LHR to AMS,September 2016,4.0,5.0,4.0,,5.0,4.0,yes,no,68,395,4.4,Recommended,Not Verified,High Rating,2016-09-01,2016,9,September
Family Leisure,Economy Class,LHR to SEA,August 2016,3.0,4.0,1.0,4.0,1.0,2.0,no,no,208,1211,2.5,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Solo Leisure,Economy Class,LHR to BUD,September 2016,2.0,1.0,1.0,,1.0,1.0,no,no,165,958,1.2,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Solo Leisure,Business Class,LHR to ATH,September 2016,1.0,1.0,1.0,3.0,3.0,1.0,no,no,169,897,1.6666666666666667,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Couple Leisure,Economy Class,LGW to BIO,August 2016,3.0,4.0,3.0,1.0,2.0,2.0,no,no,128,749,2.5,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Business,Business Class,LHR to IST,September 2016,4.0,5.0,4.0,2.0,4.0,4.0,yes,no,209,1171,3.8333333333333335,Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Solo Leisure,Economy Class,MAD to PER via SIN,August 2016,2.0,3.0,2.0,1.0,3.0,2.0,no,no,159,907,2.1666666666666665,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Couple Leisure,First Class,MIA to LHR,September 2016,1.0,1.0,1.0,1.0,1.0,1.0,no,no,231,1247,1.0,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Couple Leisure,Business Class,LHR to KRK,September 2016,1.0,2.0,1.0,,1.0,1.0,no,no,546,2770,1.2,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Business,Economy Class,LHR to DEN,September 2016,1.0,3.0,4.0,1.0,4.0,2.0,no,no,68,398,2.5,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Solo Leisure,Economy Class,LHR to CPT,September 2016,3.0,4.0,4.0,2.0,5.0,4.0,yes,no,145,798,3.6666666666666665,Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Solo Leisure,Economy Class,LHR to MIA,September 2016,2.0,3.0,3.0,2.0,2.0,4.0,no,no,177,1024,2.6666666666666665,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Couple Leisure,Economy Class,LHR to JNB,August 2016,1.0,1.0,1.0,2.0,2.0,1.0,no,no,481,2622,1.3333333333333333,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Solo Leisure,Economy Class,NAP to LGW,September 2016,2.0,3.0,1.0,,2.0,2.0,no,no,99,530,2.0,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Family Leisure,Economy Class,LHR to LCA,September 2016,3.0,4.0,1.0,1.0,3.0,3.0,yes,no,211,1196,2.5,Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Couple Leisure,Business Class,DBV to LGW,September 2016,3.0,3.0,1.0,,2.0,2.0,no,no,183,1022,2.2,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Business,First Class,ATL to LHR,August 2016,3.0,4.0,2.0,2.0,1.0,1.0,no,no,277,1582,2.1666666666666665,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Couple Leisure,Economy Class,LHR to DUB,September 2016,4.0,4.0,2.0,,4.0,4.0,yes,no,52,321,3.6,Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Couple Leisure,Business Class,LGW to DBV,September 2016,3.0,5.0,3.0,,3.0,3.0,yes,no,120,684,3.4,Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Solo Leisure,Business Class,LHR to HKG,September 2016,4.0,4.0,3.0,4.0,1.0,3.0,no,no,304,1685,3.1666666666666665,Not Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Solo Leisure,Business Class,AMS to LHR,September 2016,3.0,5.0,4.0,,3.0,3.0,yes,no,91,555,3.6,Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Couple Leisure,Economy Class,OPO to LGW,September 2016,4.0,3.0,1.0,1.0,3.0,4.0,no,no,62,363,2.6666666666666665,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Couple Leisure,Economy Class,NAP to LGW,September 2016,1.0,1.0,1.0,,3.0,1.0,no,no,222,1200,1.4,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Family Leisure,Economy Class,LGW to OPO,September 2016,4.0,5.0,2.0,1.0,4.0,4.0,yes,no,55,317,3.3333333333333335,Recommended,Not Verified,Medium Rating,2016-09-01,2016,9,September
Business,Business Class,LHR to TXL,August 2016,1.0,1.0,1.0,1.0,1.0,1.0,no,no,326,1860,1.0,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Business,Business Class,LHR to SVO,September 2016,4.0,4.0,3.0,4.0,1.0,1.0,no,no,260,1340,2.8333333333333335,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Couple Leisure,Economy Class,MUC to CPT via LHR,September 2016,2.0,4.0,2.0,3.0,3.0,3.0,no,no,64,364,2.8333333333333335,Not Recommended,Not Verified,Low Rating,2016-09-01,2016,9,September
Solo Leisure,Economy Class,VIE to OPO via LGW,March 2016,4.0,4.0,4.0,,2.0,3.0,yes,no,406,2281,3.4,Recommended,Not Verified,Medium Rating,2016-03-01,2016,3,March
Family Leisure,Economy Class,LCY to GVA,August 2016,4.0,3.0,3.0,2.0,3.0,2.0,no,no,181,951,2.8333333333333335,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Family Leisure,Economy Class,LHR to MUC,July 2016,4.0,4.0,3.0,,4.0,3.0,yes,no,50,331,3.6,Recommended,Not Verified,Medium Rating,2016-07-01,2016,7,July
Family Leisure,Business Class,LGW to MLA,August 2016,3.0,5.0,2.0,,5.0,1.0,no,no,179,937,3.2,Not Recommended,Not Verified,Medium Rating,2016-08-01,2016,8,August
Family Leisure,Business Class,LHR to LCA,August 2016,1.0,5.0,5.0,1.0,3.0,2.0,no,no,137,790,2.8333333333333335,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Business,Economy Class,LHR to PVG,August 2016,2.0,5.0,4.0,3.0,5.0,5.0,yes,no,152,866,4.0,Recommended,Not Verified,High Rating,2016-08-01,2016,8,August
Family Leisure,Economy Class,PRG to SIN via LHR,August 2016,3.0,1.0,1.0,1.0,1.0,3.0,no,no,103,568,1.6666666666666667,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Business,Economy Class,LHR to GLA,August 2016,5.0,5.0,5.0,,4.0,5.0,yes,no,53,320,4.8,Recommended,Not Verified,High Rating,2016-08-01,2016,8,August
Family Leisure,Business Class,PHX to LHR,August 2016,1.0,2.0,2.0,1.0,2.0,1.0,no,no,88,514,1.5,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Solo Leisure,Economy Class,LIS to LHR,August 2016,5.0,5.0,2.0,,2.0,2.0,yes,no,301,1661,3.2,Recommended,Not Verified,Medium Rating,2016-08-01,2016,8,August
Family Leisure,Economy Class,LGW to RAK,August 2016,4.0,3.0,2.0,,3.0,3.0,no,no,183,1059,3.0,Not Recommended,Not Verified,Medium Rating,2016-08-01,2016,8,August
Solo Leisure,Economy Class,BCN to LHR,August 2016,3.0,4.0,3.0,1.0,4.0,3.0,yes,no,68,358,3.0,Recommended,Not Verified,Medium Rating,2016-08-01,2016,8,August
Business,Economy Class,LHR to BHD,August 2016,4.0,2.0,1.0,,3.0,2.0,no,no,130,696,2.4,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Family Leisure,First Class,"LHR to BOS, SEA to LHR",July 2016,5.0,2.0,1.0,3.0,5.0,1.0,no,no,325,1752,2.8333333333333335,Not Recommended,Not Verified,Low Rating,2016-07-01,2016,7,July
Business,Economy Class,TXL to LHR,August 2016,1.0,2.0,1.0,1.0,2.0,1.0,no,no,253,1375,1.3333333333333333,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Solo Leisure,Economy Class,WAW to LHR,August 2016,3.0,4.0,1.0,1.0,2.0,2.0,no,no,154,880,2.1666666666666665,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Couple Leisure,Economy Class,MAN to JFK via LHR,August 2016,2.0,2.0,3.0,4.0,1.0,3.0,no,no,160,841,2.5,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Family Leisure,Premium Economy,LHR to YYC,August 2016,5.0,2.0,3.0,5.0,1.0,1.0,no,no,270,1470,2.8333333333333335,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Family Leisure,First Class,MLA to LHR ,July 2016,2.0,2.0,1.0,1.0,3.0,3.0,no,no,161,946,2.0,Not Recommended,Not Verified,Low Rating,2016-07-01,2016,7,July
Business,First Class,PHL to LHR,August 2016,4.0,4.0,1.0,,5.0,1.0,no,no,82,448,3.0,Not Recommended,Not Verified,Medium Rating,2016-08-01,2016,8,August
Couple Leisure,Business Class,LHR to BOS,July 2016,5.0,4.0,3.0,4.0,5.0,4.0,yes,no,83,501,4.166666666666667,Recommended,Not Verified,High Rating,2016-07-01,2016,7,July
Couple Leisure,Business Class,NAP to LGW,August 2016,3.0,3.0,3.0,1.0,1.0,1.0,no,no,201,1193,2.0,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Business,Economy Class,LHR to CDG,August 2016,4.0,5.0,2.0,,4.0,4.0,yes,no,183,968,3.8,Recommended,Not Verified,Medium Rating,2016-08-01,2016,8,August
Solo Leisure,Economy Class,ABV to LHR,August 2016,3.0,3.0,1.0,2.0,3.0,2.0,no,no,171,912,2.3333333333333335,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Family Leisure,Economy Class,LHR to IST,August 2016,4.0,5.0,1.0,3.0,4.0,3.0,no,no,165,951,3.3333333333333335,Not Recommended,Not Verified,Medium Rating,2016-08-01,2016,8,August
Solo Leisure,Economy Class,LHR to KRK,August 2016,3.0,3.0,2.0,,4.0,5.0,yes,no,81,471,3.4,Recommended,Not Verified,Medium Rating,2016-08-01,2016,8,August
Solo Leisure,Economy Class,LHR to DUB,August 2016,3.0,2.0,2.0,,1.0,2.0,no,no,486,2571,2.0,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Business,Economy Class,LHR to YVR,August 2016,3.0,5.0,5.0,5.0,3.0,3.0,yes,no,325,1912,4.0,Recommended,Not Verified,High Rating,2016-08-01,2016,8,August
Couple Leisure,Business Class,LHR to IAD ,August 2016,1.0,3.0,3.0,4.0,3.0,3.0,no,no,111,659,2.8333333333333335,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Solo Leisure,Economy Class,LHR to YUL,August 2016,1.0,2.0,1.0,2.0,2.0,1.0,no,no,358,2026,1.5,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Solo Leisure,Economy Class,ZRH to LHR,August 2016,5.0,5.0,5.0,,5.0,5.0,yes,no,57,341,5.0,Recommended,Not Verified,High Rating,2016-08-01,2016,8,August
Solo Leisure,Economy Class,BOS to SXF via LHR,August 2016,3.0,4.0,3.0,5.0,4.0,3.0,yes,no,88,529,3.6666666666666665,Recommended,Not Verified,Medium Rating,2016-08-01,2016,8,August
Couple Leisure,Business Class,LGW to TPA,April 2016,5.0,5.0,5.0,3.0,3.0,4.0,yes,no,265,1494,4.166666666666667,Recommended,Not Verified,High Rating,2016-04-01,2016,4,April
Business,Business Class,FRA to LHR,August 2016,1.0,1.0,1.0,1.0,1.0,1.0,no,no,114,697,1.0,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Couple Leisure,Business Class,DUB to SFO via PHL,June 2016,1.0,3.0,3.0,1.0,4.0,2.0,no,no,191,1081,2.3333333333333335,Not Recommended,Not Verified,Low Rating,2016-06-01,2016,6,June
Solo Leisure,Premium Economy,MEX to AMS via LHR,August 2016,3.0,3.0,3.0,1.0,1.0,1.0,no,no,78,460,2.0,Not Recommended,Not Verified,Low Rating,2016-08-01,2016,8,August
Solo Leisure,Economy Class,ZRH to BWI via LHR,June 2016,,,,,1.0,1.0,no,no,173,948,1.0,Not Recommended,Not Verified,Low Rating,2016-06-01,2016,6,June
Solo Leisure,Economy Class,SIN to SYD,August 2016,4.0,4.0,4.0,4.0,4.0,5.0,yes,no,254,1527,4.166666666666667,Recommended,Not Verified,High Rating,2016-08-01,2016,8,August
Couple Leisure,Business Class,LHR to NAS,June 2016,4.0,5.0,3.0,,4.0,3.0,yes,no,123,697,3.8,Recommended,Not Verified,Medium Rating,2016-06-01,2016,6,June
Family Leisure,Business Class,MIA to LHR,July 2016,4.0,3.0,3.0,3.0,3.0,3.0,yes,no,160,922,3.1666666666666665,Recommended,Not Verified,Medium Rating,2016-07-01,2016,7,July
Business,Premium Economy,DOH to CDG via BAH / LHR,July 2016,4.0,4.0,4.0,4.0,4.0,4.0,yes,no,125,666,4.0,Recommended,Not Verified,High Rating,2016-07-01,2016,7,July
Solo Leisure,First Class,GRU to LHR,July 2016,3.0,5.0,1.0,2.0,4.0,2.0,yes,no,175,954,2.8333333333333335,Recommended,Not Verified,Low Rating,2016-07-01,2016,7,July
Couple Leisure,Business Class,GLA to KUL via LHR,April 2016,4.0,5.0,3.0,3.0,3.0,3.0,yes,no,228,1184,3.5,Recommended,Not Verified,Medium Rating,2016-04-01,2016,4,April
Family Leisure,Business Class,LHR to MIA,July 2016,5.0,3.0,4.0,4.0,3.0,4.0,yes,no,103,637,3.8333333333333335,Recommended,Not Verified,Medium Rating,2016-07-01,2016,7,July
Business,Business Class,ATH to KUL via LHR,July 2016,4.0,4.0,4.0,4.0,4.0,4.0,yes,no,117,651,4.0,Recommended,Not Verified,High Rating,2016-07-01,2016,7,July
Solo Leisure,Economy Class,LCY to FLR,July 2016,3.0,4.0,3.0,,3.0,4.0,yes,no,84,461,3.4,Recommended,Not Verified,Medium Rating,2016-07-01,2016,7,July
Business,Economy Class,FRA to LHR,July 2016,3.0,3.0,3.0,,4.0,4.0,yes,no,147,800,3.4,Recommended,Not Verified,Medium Rating,2016-07-01,2016,7,July
Couple Leisure,Economy Class,LBA to LHR,July 2016,5.0,5.0,5.0,4.0,5.0,5.0,yes,no,62,373,4.833333333333333,Recommended,Not Verified,High Rating,2016-07-01,2016,7,July
Business,Economy Class,BLR to LHR,July 2016,4.0,3.0,3.0,2.0,1.0,3.0,no,no,302,1704,2.6666666666666665,Not Recommended,Not Verified,Low Rating,2016-07-01,2016,7,July
Business,Business Class,BKK to LHR,July 2016,3.0,3.0,3.0,1.0,2.0,2.0,no,no,104,626,2.3333333333333335,Not Recommended,Not Verified,Low Rating,2016-07-01,2016,7,July
Couple Leisure,Premium Economy,MRU to LHR,July 2016,1.0,1.0,1.0,1.0,1.0,1.0,no,no,163,876,1.0,Not Recommended,Not Verified,Low Rating,2016-07-01,2016,7,July
Family Leisure,Business Class,GLA to LIS via LHR,July 2016,1.0,2.0,1.0,,1.0,1.0,no,no,101,545,1.2,Not Recommended,Not Verified,Low Rating,2016-07-01,2016,7,July
Couple Leisure,Economy Class,EDI to PRG via LHR,July 2016,2.0,2.0,,1.0,2.0,1.0,no,no,69,420,1.6,Not Recommended,Not Verified,Low Rating,2016-07-01,2016,7,July
Couple Leisure,Economy Class,ABZ to SFO via LHR,July 2016,1.0,3.0,4.0,1.0,3.0,3.0,no,no,222,1242,2.5,Not Recommended,Not Verified,Low Rating,2016-07-01,2016,7,July
Couple Leisure,First Class,LHR to DFW,July 2016,3.0,1.0,2.0,,5.0,2.0,no,no,155,849,2.6,Not Recommended,Not Verified,Low Rating,2016-07-01,2016,7,July
Solo Leisure,First Class,LHR to JFK,July 2016,5.0,5.0,5.0,5.0,5.0,5.0,yes,no,147,796,5.0,Recommended,Not Verified,High Rating,2016-07-01,2016,7,July
Solo Leisure,Business Class,JFK to LHR,July 2016,5.0,5.0,4.0,5.0,5.0,5.0,yes,no,89,476,4.833333333333333,Recommended,Not Verified,High Rating,2016-07-01,2016,7,July
Solo Leisure,Business Class,BSL to LHR,July 2016,1.0,3.0,1.0,,1.0,1.0,no,no,247,1395,1.4,Not Recommended,Not Verified,Low Rating,2016-07-01,2016,7,July
